BusNo,Routes,TD,TT
11,Railway Station|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony|Sri Valli Theatre / Annapoorna|P & T|Venkitapuram|Velandipalayam|Kovil Medu|Shivaji Colony|Edayarpalayam|T.V.S. Nagar|Luna|K.N.G. Pudur Pirivu|Autoprint|Keartiman Matriculation Higher Secondary School|Kanuvai,0 0 3 1 1 3 0 1 2 1 3 1 2 1 0 2 1 3 1 1 1 2 2 2 3 1 2,5:20AM 5:40AM 6:00AM 6:20AM 6:40AM 7:00AM 7:20AM 7:40AM 8:00AM 8:10AM 8:20AM 8:30AM 8:40AM 8:50AM 9:00AM 9:10AM 9:20AM 9:30AM 9:40AM 9:50AM 10:00AM 10:10AM 10:20AM 10:30AM 10:40AM 10:50AM 11:20AM 11:40AM 12:00PM 12:20PM 12:40PM 1:00PM 1:20PM 1:40PM 2:00PM 2:20PM 2:40PM 3:00PM 3:20PM 3:40PM 4:00PM 4:20PM 4:40PM 5:00PM 5:10PM 5:20PM 5:30PM 5:40PM 5:50PM 6:00PM 6:10PM 6:20PM 6:30PM 6:40PM 6:50PM 7:00PM 7:10PM 7:20PM 7:30PM 7:40PM 7:50PM 8:00PM 8:20PM 8:40PM 9:00PM 9:20PM 9:40PM 9:55PM
11,Kanuvai|Keartiman Matriculation Higher Secondary School|Autoprint|K.N.G. Pudur Pirivu|Luna|T.V.S. Nagar|Edayarpalayam|Shivaji Colony|Kovil Medu|Velandipalayam|Venkitapuram|P & T|Sri Valli Theatre / Annapoorna|Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 1 2 2 3 1 2 1 2 1 2 1 2 1 1 2 1 2 1 2 3 1 1 2,5:20AM 5:40AM 6:00AM 6:20AM 6:40AM 7:00AM 7:20AM 7:40AM 8:00AM 8:10AM 8:20AM 8:30AM 8:40AM 8:50AM 9:00AM 9:10AM 9:20AM 9:30AM 9:40AM 9:50AM 10:00AM 10:10AM 10:20AM 10:30AM 10:40AM 10:50AM 11:20AM 11:40AM 12:00PM 12:20PM 12:40PM 1:00PM 1:20PM 1:40PM 2:00PM 2:20PM 2:40PM 3:00PM 3:20PM 3:40PM 4:00PM 4:20PM 4:40PM 5:00PM 5:10PM 5:20PM 5:30PM 5:40PM 5:50PM 6:00PM 6:10PM 6:20PM 6:30PM 6:40PM 6:50PM 7:00PM 7:10PM 7:20PM 7:30PM 7:40PM 7:50PM 8:00PM 8:20PM 8:40PM 9:00PM 9:20PM 9:40PM 9:55PM
4K,Ukkadam Bus Stand|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu,0 1 2 2 0 1 2 2 2 1 2 1 1 2 2 3 1 2 2,4:05AM 7:05AM 10:05AM 11:05AM 2:05PM 5:05PM 5:45PM
4K,Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Ukkadam Bus Stand,0 1 2 2 2 2 2 1 2 1 2 2 1 2 0 3 1 3,4:05AM 7:05AM 10:05AM 11:05AM 2:05PM 5:05PM 5:45PM
4H,Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Thiruvalluvar Nagar|Press Colony,0 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1 2 1 2 2 2 2,5:00AM 7:00AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 7:50PM
4H,Press Colony|Thiruvalluvar Nagar|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 1 3 2 1 2 2 1 1 2 1 1 3 2 3 4 0 2 2 1 3 1 1 1 2 2 2 2 1 3 2 2 1 1 2 1 2 1 2 1 1 1 2 1 2,5:00AM 7:00AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM 7:50PM
4C,Podanur Railway Station|Podanur Police Station|Sai Nagar|Mayilkal|P.V.G. Thirumana Mahal|Karuparayan Kovil|Podanur Pirivu|Kurichi Pirivu|Athupalam|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony|Sri Valli Theatre / Annapoorna|P & T|Venkitapuram|Velandipalayam|Kovil Medu,0 0 1 2 1 2 2 0 1 1 5 1 2 2 1 1 2 1 2 1 2 1 1 2 1 2 1,4:45AM 6:45AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 1:15PM 3:15PM 5:15PM 5:40PM
4C,Kovil Medu|Velandipalayam|Venkitapuram|P & T|Sri Valli Theatre / Annapoorna|Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Karumbukadai|Athupalam|Kurichi Pirivu|Podanur Pirivu|Karuparayan Kovil|P.V.G. Thirumana Mahal|Mayilkal|Sai Nagar|Podanur Police Station|Podanur Railway Station,0 1 2 1 2 1 0 2 2 2 1 2 1 1 1 1 3 5 1 1 0 2 2 1 2 1 1,4:45AM 6:45AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 1:15PM 3:15PM 5:15PM 5:40PM
4B,Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Thiruvalluvar Nagar|Press Colony,0 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1 2 1 2 2 2 2,5:20AM 6:20AM 7:20AM 8:20AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 12:20PM 1:20PM 2:20PM 3:20PM 4:20PM 5:20PM 5:50PM 6:20PM 6:50PM 7:20PM 7:50PM 8:20PM 9:20PM 10:10PM
4B,Press Colony|Thiruvalluvar Nagar|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Five Corner|Ukkadam|Ukkadam Bus Stand,0 1 3 2 1 2 2 1 1 2 1 1 3 2 3 4 0 2 2 1 3 1 1 1 2 2 2 2 1 3 2 2 1 1 2 1 2 1 3 2 1 1 2 0,5:20AM 6:20AM 7:20AM 8:20AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 12:20PM 1:20PM 2:20PM 3:20PM 4:20PM 5:20PM 5:50PM 6:20PM 6:50PM 7:20PM 7:50PM 8:20PM 9:20PM 10:10PM
4,Podanur Railway Station|Podanur Police Station|Sai Nagar|Mayilkal|P.V.G. Thirumana Mahal|Karuparayan Kovil|Podanur Pirivu|Kurichi Pirivu|Athupalam|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur,0 0 1 2 1 2 2 0 1 1 5 1 2 2 1 1 2 1 2 1 2 1 1 2 2 3 1 2 2 2 2 1,6:33AM 8:33AM 9:03AM 9:33AM 10:03AM 10:33AM 11:03AM 1:03PM 3:03PM 5:03PM 5:33PM 6:03PM 6:33PM 7:03PM 7:33PM 8:03PM 10:00PM
4,Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Five Corner|Ukkadam|Karumbukadai|Athupalam|Kurichi Pirivu|Podanur Pirivu|Karuparayan Kovil|P.V.G. Thirumana Mahal|Sai Nagar|Podanur Police Station|Podanur Railway Station,0 1 2 2 2 2 1 3 1 3 1 1 2 1 2 1 3 2 1 1 2 5 1 1 0 2 2 3 1 1,6:33AM 8:33AM 9:03AM 9:33AM 10:03AM 10:33AM 11:03AM 1:03PM 3:03PM 5:03PM 5:33PM 6:03PM 6:33PM 7:03PM 7:33PM 8:03PM 10:00PM
3C,Ganapathy|Tex Tool / Velan Theatre|Lakshmipuram|G.P. Hospital|Gandhipuram Town|Park Gate|Christ The King Church|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Karumbukadai|Athupalam|Kuniyamuthur High School|Kuniyamuthur|Nehru College|Edayarpalayam Pirivu|Kuniyamuthur Police Station|B.K. Pudur|Kovaipudur Pirivu|Milekal|Gandhi Nagar|Madukkarai Police Station|Madukkarai Union Office|Marappalam|Chettipalayam Pirivu|Indian Bank|Thirumalayampalayam Pirivu|Thirumalayampalayam,0 2 2 2 2 2 2 3 1 3 5 0 4 1 3 1 2 2 2 2 6 2 1 4 2 2 4 4,6:12AM 6:42AM 7:12AM 7:42AM 8:12AM 8:27AM 8:42AM 8:57AM 9:12AM 9:27AM 9:42AM 9:57AM 10:12AM 10:27AM 10:42AM 10:57AM 11:12AM 11:42AM 12:12PM 12:42PM 1:12PM 1:42PM 2:12PM 2:42PM 3:12PM 3:42PM 4:12PM 4:42PM 5:12PM 5:27PM 5:42PM 5:57PM 6:12PM 6:27PM 6:42PM 6:57PM 7:12PM 7:27PM 7:42PM 7:57PM 8:12PM 8:30PM
3C,Thirumalayampalayam Bus Stand|Thirumalayampalayam Pirivu|Indian Bank|Chettipalayam Pirivu|Marappalam|Madukkarai Union Office|Madukkarai Police Station|Gandhi Nagar|Milekal|Kovaipudur Pirivu|B.K. Pudur|Kuniyamuthur Police Station|Edayarpalayam Pirivu|Nehru College|Kuniyamuthur|Kuniyamuthur High School|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Y.M.C.A. Office|Christ The King Church|Park Gate|Gandhipuram Town|G.P. Hospital|Lakshmipuram|Tex Tool / Velan Theatre|Ganapathy,0 5 4 1 2 5 1 1 6 2 2 2 2 1 3 1 4 5 2 1 2 3 1 3 1 2 3 2,6:12AM 6:42AM 7:12AM 7:42AM 8:12AM 8:27AM 8:42AM 8:57AM 9:12AM 9:27AM 9:42AM 9:57AM 10:12AM 10:27AM 10:42AM 10:57AM 11:12AM 11:42AM 12:12PM 12:42PM 1:12PM 1:42PM 2:12PM 2:42PM 3:12PM 3:42PM 4:12PM 4:42PM 5:12PM 5:27PM 5:42PM 5:57PM 6:12PM 6:27PM 6:42PM 6:57PM 7:12PM 7:27PM 7:42PM 7:57PM 8:12PM 8:30PM
3B,Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Karumbukadai|Athupalam|Kuniyamuthur High School|Kuniyamuthur|Nehru College|Edayarpalayam Pirivu|Kuniyamuthur Police Station|B.K. Pudur|Kovaipudur Pirivu|Milekal|Gandhi Nagar|Madukkarai Police Station|Madukkarai Union Office,0 0 2 2 2 1 2 1 0 2 1 3 4 1 4 1 3 1 2 2 2 2 6 2 1,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM
3B,Madukkarai Union Office|Madukkarai Police Station|Gandhi Nagar|Milekal|Kovaipudur Pirivu|B.K. Pudur|Kuniyamuthur Police Station|Edayarpalayam Pirivu|Nehru College|Kuniyamuthur|Kuniyamuthur High School|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony,0 0 2 6 2 2 2 2 1 2 2 4 5 1 2 2 1 1 1 2 2 1 2 1,5:00AM 6:00AM 7:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM 6:00PM 6:30PM 7:00PM 7:30PM
4M,Nanjundapuram|Podanur Railway Station|Podanur Police Station|Sai Nagar|Mayilkal|P.V.G. Thirumana Mahal|Karuparayan Kovil|Podanur Pirivu|Kurichi Pirivu|Athupalam|Karumbukadai|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur,0 5 0 2 1 2 1 2 0 2 0 5 2 1 2 1 1 2 1 2 2 1 1 1 2 3 2 2 1 2 2 2 2,6:20AM 8:20AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:50PM 6:20PM 6:50PM 6:55PM
4M,Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Five Corner|Ukkadam|Karumbukadai|Athupalam|Kurichi Pirivu|Podanur Pirivu|Karuparayan Kovil|P.V.G. Thirumana Mahal|Mayilkal|Sai Nagar|Podanur Police Station|Podanur Railway Station|Nanjundapuram,0 1 2 2 2 2 1 3 1 3 1 1 2 1 2 1 3 2 1 1 2 5 1 1 0 2 2 1 2 1 1 5,6:20AM 8:20AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:50PM 6:20PM 6:50PM 6:55PM
